BLEU-1,BLEU-2,BLEU-3,BLEU-4,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,CIDEr,Overall_BLEU-1,Overall_BLEU-2,Overall_BLEU-3,Overall_BLEU-4,Overall_METEOR,Overall_ROUGE-1,Overall_ROUGE-2,Overall_ROUGE-L
0.4725±0.1498,0.3649±0.1682,0.2957±0.1820,0.2487±0.1902,0.4407±0.1555,0.5417±0.1278,0.3148±0.1802,0.3665±0.1510,0.0906±0.3685,0.5205,0.4017,0.3266,0.2764,0.4407,0.5416,0.3150,0.3664
