BLEU-1,BLEU-2,BLEU-3,BLEU-4,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,CIDEr,Overall_BLEU-1,Overall_BLEU-2,Overall_BLEU-3,Overall_BLEU-4,Overall_METEOR,Overall_ROUGE-1,Overall_ROUGE-2,Overall_ROUGE-L
0.4963±0.1718,0.4143±0.1736,0.3591±0.1788,0.3204±0.1833,0.4971±0.1660,0.5943±0.1250,0.4077±0.1711,0.4776±0.1632,0.3127±1.4454,0.5196,0.4262,0.3638,0.3203,0.4971,0.5939,0.4078,0.4781
